epoch,loss,mrcnn_bbox_loss,mrcnn_class_loss,mrcnn_mask_loss,rpn_bbox_loss,rpn_class_loss,val_loss,val_mrcnn_bbox_loss,val_mrcnn_class_loss,val_mrcnn_mask_loss,val_rpn_bbox_loss,val_rpn_class_loss
50,0.1631697529554367,0.02000944518018514,0.009328268179669976,0.06199196111410856,0.06917824429692701,0.0026600076776958303,1.0200056207180024,0.2407261125743389,0.0640752312541008,0.31717943876981736,0.3895488265156746,0.008474178905598819
51,0.1994538961350918,0.03912957668304443,0.01611490294788382,0.07608081612735987,0.06562217310536653,0.0025045755872270094,1.117533074617386,0.2852853035181761,0.07750251266745181,0.16172875657677652,0.5757286688685417,0.017285954876278993
52,0.2449938739836216,0.03623951786197722,0.01711814884416526,0.09816744703799486,0.08864596644882113,0.0048209379182662816,1.169181238412857,0.33429916456341746,0.10672955397516488,0.3330954736471176,0.3857467371225357,0.009308447059011087
53,0.17964720405638218,0.026817096555605532,0.021530822248314506,0.08446422703564167,0.04504325246089138,0.001789940711678355,1.1866605412960052,0.2839539217948914,0.04587553398683667,0.38815460428595544,0.4625453764200211,0.006129212197847665
54,0.27858158588409426,0.020453099799342452,0.022182020907275727,0.0679690558463335,0.15996190533973276,0.008013629159977427,0.8421342420578003,0.19062890380620956,0.08338595543522388,0.15822367429733275,0.398264240026474,0.011629590417724102
55,0.22849840946495534,0.030172716830857097,0.01472618773841532,0.09218348901718855,0.08841547005344182,0.002998675047865618,1.570982618331909,0.3389763667434454,0.10649071589112281,0.35695901319384576,0.7592916035652161,0.00926301795989275
56,0.20961946167051793,0.02294113218318671,0.02010905573988566,0.06427030302584172,0.0992471704701893,0.003049908866832993,1.3526581859588622,0.28910707429051397,0.11406560938805342,0.4601296736299992,0.47266552448272703,0.016688385833986102
57,0.2332787537947297,0.03851875407621264,0.014586669242125936,0.08152628067880868,0.09462106382707133,0.004024085667042527,1.0070542335510253,0.2198222354054451,0.05632112992927432,0.25110650613904,0.4716362178325653,0.008166236504912376
58,0.22498233005404472,0.0341887375805527,0.011441180271067424,0.0766540377214551,0.10060257515404374,0.0020938930052216164,1.1589682364463807,0.3608685148507357,0.05525590945035219,0.35913960590958593,0.38124143302440644,0.002460876009427011
59,0.17442908227443696,0.026479422599077224,0.010759479093976551,0.06680849678814411,0.06814953656634316,0.0022302402446803173,0.9420855605602264,0.17614283919334411,0.08995487218722702,0.22663536593317984,0.43574126064777374,0.013609311181935481
